name,type,fdp
v10E_IIII176_A,sa1,0.048828125
v10E_IIII182_B,sa1,0.0234375
v10E_IIII213_B,sa1,0.013671875
v10E_IIII226_B,sa1,0.03125
v10E_IIII230_B,sa1,0.03125
v10E_IIII248_B,sa1,0.02734375
v10E_IIII253_B,sa1,0.002929688
v10E_IIII267_C,sa1,0.046875
v10E_IIII272_A,sa1,0.0078125
v10E_IIII278_A,sa1,0.015625
v10E_IIII285_B,sa1,0.0234375
v10E_IIII323_A,sa1,0.017578125
v10E_IIII347_B,sa1,0.037109375
v10E_IIII356_B,sa1,0.005859375
v10E_IIII371_A,sa1,0.015625
v10E_IIII375_B,sa1,0.01953125
v10E_IIII384_A,sa1,0.0078125
v10E_IIII390_B,sa1,0.046875
v10E_IIII393_A,sa1,0.01171875
v10E_IIII396_A,sa1,0.015625
v10E_IIII39_B,sa1,0.03125
v10E_IIII412_B,sa1,0.015625
v10E_IIII425_B,sa1,0.015625
v10E_IIII430_C,sa1,0.00390625
v10E_IIII447_C,sa1,0.00390625
v10E_IIII453_B,sa1,0.0078125
v10E_IIII464_B,sa1,0.015625
v10E_IIII471_B,sa1,0.00390625
v10E_IIII478_A,sa1,0.005859375
v10E_IIII491_A,sa1,0.027832031
v10E_IIII506_C,sa1,0.0078125
v10E_IIII534_B,sa1,0.0078125
v10_Av13_D_16B_C,sa1,0.01171875
v10_C124D_A,sa0,0.077392578
v10_C129D_B,sa0,0.09765625
v10_C131D_B,sa0,0.099609375
v10_C179D_A,sa0,0.0078125
v10_C218D_B,sa0,0.03125
v10_C33D_B,sa0,0.000488281
v10_II329_C,sa1,0.005859375
v10_IIII103_B,sa1,0.018554688
v10_IIII134_B,sa1,0.03125
v10_IIII149_B,sa1,0.03125
v10_IIII166_B,sa1,0.029296875
v10_IIII170_A,sa1,0.0078125
v10_IIII179_B,sa1,0.015625
v10_IIII227_C,sa1,0.03125
v10_IIII229_B,sa1,0.0078125
v10_IIII247_A,sa1,0.015625
v10_IIII256_B,sa1,0.015625
v10_IIII29_B,sa1,0.079101563
v10_IIII314_A,sa1,0.03125
v10_IIII317_A,sa1,0.0078125
v10_IIII325_A,sa1,0.03125
v10_IIII357_A,sa1,0.005859375
v10_IIII377_B,sa1,0.0078125
v10_IIII389_C,sa1,0.015625
v10_IIII427_C,sa1,0.0078125
v10_IIII433_A,sa1,0.010742188
v10_IIII438_B,sa1,0.0078125
v10_IIII43_B,sa1,0.03125
v10_IIII492_A,sa1,0.036132813
v10_IIII494_B,sa1,0.01171875
v10_IIII510_B,sa1,0.03125
v10_IIII533_B,sa1,0.0078125
v10_IIII547_A,sa1,0.01171875
v11,sa0,0.358398438
v11,sa1,0.358398438
v11E,sa0,0.36328125
v11E,sa1,0.340820313
v11E_C138D_A,sa0,0.106445313
v11E_C144D_A,sa0,0.137207031
v11E_C180D_B,sa0,0.01171875
v11E_C30D_B,sa0,0.069824219
v11E_C45D_B,sa0,0.015625
v11E_C70D_B,sa0,0.008300781
v11E_II142_C,sa1,0.00390625
v11E_IIII112_A,sa1,0.012207031
v11E_IIII131_B,sa1,0.015625
v11E_IIII163_A,sa1,0.012695313
v11E_IIII170_B,sa1,0.0078125
v11E_IIII173_B,sa1,0.041992188
v11E_IIII197_C,sa1,0.03125
v11E_IIII208_B,sa1,0.033203125
v11E_IIII251_B,sa1,0.004394531
v11E_IIII269_A,sa1,0.002929688
v11E_IIII284_A,sa1,0.015625
v11E_IIII294_D,sa1,0.0078125
v11E_IIII299_A,sa1,0.006835938
v11E_IIII302_A,sa1,0.015625
v11E_IIII317_B,sa1,0.00390625
v11E_IIII321_B,sa1,0.0078125
v11E_IIII333_A,sa1,0.015625
v11E_IIII341_A,sa1,0.002929688
v11E_IIII349_B,sa1,0.015625
v11E_IIII357_B,sa1,0.005859375
v11E_IIII366_C,sa1,0.00390625
v11E_IIII381_B,sa1,0.008789063
v11E_IIII392_B,sa1,0.01171875
v11E_IIII409_B,sa1,0.041015625
v11E_IIII415_B,sa1,0.00390625
v11E_IIII417_B,sa1,0.0078125
v11E_IIII446_A,sa1,0.01171875
v11E_IIII466_B,sa1,0.00390625
v11E_IIII476_C,sa1,0.00390625
v11E_IIII483_C,sa1,0.00390625
v11E_IIII492_B,sa1,0.049316406
v11E_IIII501_B,sa1,0.00390625
v11E_IIII508_B,sa1,0.00390625
v11E_IIII524_B,sa1,0.00390625
v11E_IIII547_B,sa1,0.005859375
v11E_IIII64_A,sa1,0.027832031
v11E_IIII97_B,sa1,0.010253906
v11_C124D_B,sa0,0.079589844
v11_C165D_B,sa0,0.106445313
v11_C49D_B,sa0,0.041992188
v11_C50D_B,sa0,0.002929688
v11_C79D_B,sa0,0.0234375
v11_IIII109_D,sa1,0.015625
v11_IIII167_B,sa1,0.015625
v11_IIII186_B,sa1,0.00390625
v11_IIII188_B,sa1,0.0546875
v11_IIII191_B,sa1,0.00390625
v11_IIII196_B,sa1,0.0625
v11_IIII224_C,sa1,0.05859375
v11_IIII263_B,sa1,0.005859375
v11_IIII287_B,sa1,0.0234375
v11_IIII291_B,sa1,0.0234375
v11_IIII297_C,sa1,0.017578125
v11_IIII318_A,sa1,0.0078125
v11_IIII320_A,sa1,0.008300781
v11_IIII350_A,sa1,0.0078125
v11_IIII354_B,sa1,0.046875
v11_IIII365_C,sa1,0.00390625
v11_IIII380_B,sa1,0.001953125
v11_IIII406_B,sa1,0.01171875
v11_IIII441_A,sa1,0.01171875
v11_IIII464_C,sa1,0.015625
v11_IIII479_B,sa1,0.013671875
v11_IIII489_B,sa1,0.0234375
v11_IIII495_B,sa1,0.002929688
v11_IIII500_B,sa1,0.001953125
v11_IIII528_B,sa1,0.015625
v11_IIII546_B,sa1,0.005859375
v11_IIII555_C,sa1,0.015625
v11_IIII559_B,sa1,0.0234375
v11_IIII83_B,sa1,0.073242188
v12,sa0,0.396484375
v12,sa1,0.396484375
v12E,sa0,0.369140625
v12E,sa1,0.369628906
v12E_Av13_D_15B_B,sa1,0.009765625
v12E_Av13_D_18B_C,sa1,0.021484375
v12E_Av13_D_21B_D,sa1,0.01953125
v12E_Av13_D_9B_B,sa1,0.1015625
v12E_C138D_B,sa0,0.085388184
v12E_C157D_B,sa0,0.09375
v12E_C201D_B,sa0,0.03125
v12E_C90D_B,sa0,0.07421875
v12E_IIII101_C,sa1,0.0234375
v12E_IIII113_B,sa1,0.004455566
v12E_IIII124_B,sa1,0.115234375
v12E_IIII152_B,sa1,0.00390625
v12E_IIII163_B,sa1,0.015625
v12E_IIII189_B,sa1,0.109375
v12E_IIII200_A,sa1,0.02734375
v12E_IIII218_A,sa1,0.002197266
v12E_IIII237_B,sa1,0.0625
v12E_IIII251_C,sa1,0.00390625
v12E_IIII259_A,sa1,0.000488281
v12E_IIII276_D,sa1,0.004272461
v12E_IIII303_B,sa1,0.021484375
v12E_IIII310_C,sa1,0.00390625
v12E_IIII315_B,sa1,0.046875
v12E_IIII321_C,sa1,0.0078125
v12E_IIII328_B,sa1,0.00390625
v12E_IIII333_B,sa1,0.015625
v12E_IIII335_A,sa1,0.015625
v12E_IIII359_A,sa1,0.015625
v12E_IIII35_D,sa1,0.03125
v12E_IIII366_D,sa1,0.00390625
v12E_IIII372_B,sa1,0.046875
v12E_IIII378_D,sa1,0.01171875
v12E_IIII396_B,sa1,0.015625
v12E_IIII398_A,sa1,0.0078125
v12E_IIII403_B,sa1,0.000976563
v12E_IIII412_C,sa1,0.00390625
v12E_IIII415_C,sa1,0.00390625
v12E_IIII417_C,sa1,0.0078125
v12E_IIII41_B,sa1,0.0234375
v12E_IIII447_D,sa1,0.00390625
v12E_IIII452_A,sa1,0.00390625
v12E_IIII460_B,sa1,0.015625
v12E_IIII466_C,sa1,0.00390625
v12E_IIII470_B,sa1,0.001464844
v12E_IIII476_D,sa1,0.00390625
v12E_IIII506_D,sa1,0.00390625
v12E_IIII513_A,sa1,0.00390625
v12E_IIII538_B,sa1,0.009765625
v12E_IIII55_B,sa1,0.025390625
v12E_IIII560_B,sa1,0.015625
v12E_IIII66_B,sa1,0.01171875
v12E_IIII68_B,sa1,0.07421875
v12E_IIII80_B,sa1,0.09375
v12_C108D_B,sa0,0.047851563
v12_C122D_A,sa0,0.00390625
v12_C141D_B,sa0,0.057617188
v12_C142D_B,sa0,0.001953125
v12_C144D_B,sa0,0.154663086
v12_C145D_B,sa0,0.015625
v12_C169D_C,sa0,0.0390625
v12_C196D_B,sa0,0.01953125
v12_C81D_B,sa0,0.0390625
v12_IIII104_C,sa1,0.004455566
v12_IIII112_B,sa1,0.00390625
v12_IIII194_B,sa1,0.004272461
v12_IIII220_B,sa1,0.020996094
v12_IIII239_B,sa1,0.015625
v12_IIII282_B,sa1,0.022949219
v12_IIII329_B,sa1,0.012695313
v12_IIII336_B,sa1,0.0390625
v12_IIII346_A,sa1,0.01171875
v12_IIII435_A,sa1,0.015625
v12_IIII439_B,sa1,0.0078125
v12_IIII453_C,sa1,0.006835938
v12_IIII461_C,sa1,0.03125
v12_IIII471_C,sa1,0.003417969
v12_IIII486_C,sa1,0.00390625
v12_IIII516_B,sa1,0.000976563
v12_IIII537_D,sa1,0.003417969
v12_IIII98_B,sa1,0.026367188
v13_D_0,sa1,0.379394531
v13_D_0C,sa0,0.120605469
v13_D_0C,sa1,0.879394531
v13_D_1,sa1,0.265625
v13_D_10,sa0,0.267578125
v13_D_10,sa1,0.732421875
v13_D_11,sa0,0.654296875
v13_D_11,sa1,0.345703125
v13_D_12,sa0,0.25390625
v13_D_12,sa1,0.74609375
v13_D_13,sa0,0.265625
v13_D_13,sa1,0.734375
v13_D_14,sa0,0.73046875
v13_D_14,sa1,0.26953125
v13_D_15,sa0,0.009765625
v13_D_15,sa1,0.990234375
v13_D_16,sa0,0.01171875
v13_D_16,sa1,0.98828125
v13_D_17,sa0,0.1484375
v13_D_17,sa1,0.8515625
v13_D_18,sa0,0.021484375
v13_D_18,sa1,0.978515625
v13_D_19,sa0,0.015625
v13_D_19,sa1,0.984375
v13_D_1C,sa0,0.234375
v13_D_1C,sa1,0.765625
v13_D_2,sa1,0.307617188
v13_D_20,sa0,0.005859375
v13_D_20,sa1,0.994140625
v13_D_21,sa0,0.01953125
v13_D_21,sa1,0.98046875
v13_D_22,sa0,0.0625
v13_D_22,sa1,0.9375
v13_D_23,sa0,0.03125
v13_D_23,sa1,0.96875
v13_D_24,sa0,0.12890625
v13_D_24,sa1,0.87109375
v13_D_2C,sa0,0.192382813
v13_D_2C,sa1,0.807617188
v13_D_3,sa1,0.315917969
v13_D_3C,sa0,0.184082031
v13_D_3C,sa1,0.815917969
v13_D_4,sa1,0.308105469
v13_D_4C,sa0,0.191894531
v13_D_4C,sa1,0.808105469
v13_D_5,sa1,0.348632813
v13_D_5C,sa0,0.151367188
v13_D_5C,sa1,0.848632813
v13_D_6,sa0,0.48828125
v13_D_6,sa1,0.51171875
v13_D_7,sa0,0.166015625
v13_D_7,sa1,0.833984375
v13_D_8,sa0,0.564453125
v13_D_8,sa1,0.435546875
v13_D_9,sa0,0.1015625
v13_D_9,sa1,0.8984375
v1E,sa0,0.024902344
v1E,sa1,0.024902344
v1E_IIII253_A,sa1,0.001953125
v1E_IIII270_A,sa1,0.002929688
v1E_IIII280_A,sa1,0.001464844
v1E_IIII363_A,sa1,0.018554688
v1E_IIII430_A,sa1,0.000976563
v1_C104D_A,sa0,0.001953125
v1_II254_A,sa1,0.000976563
v1_IIII215_A,sa1,0.026367188
v1_IIII471_A,sa1,0.001953125
v1_IIII516_A,sa1,0.001953125
v2,sa0,0.170898438
v2,sa1,0.170898438
v2E,sa0,0.071289063
v2E,sa1,0.071289063
v2E_C118D_A,sa0,0.015625
v2E_C81D_A,sa0,0.03515625
v2E_IIII113_A,sa1,0.008789063
v2E_IIII236_A,sa1,0.015625
v2E_IIII420_A,sa1,0.00390625
v2E_IIII44_A,sa1,0.004882813
v2E_IIII460_A,sa1,0.015625
v2E_IIII475_A,sa1,0.001953125
v2E_IIII554_A,sa1,0.015625
v2E_IIII71_A,sa1,0.006347656
v2E_IIII88_A,sa1,0.014648438
v2_C111D_B,sa0,0.002929688
v2_C117D_B,sa0,0.015625
v2_C155D_A,sa0,0.01953125
v2_C193D_A,sa0,0.0078125
v2_IIII109_B,sa1,0.012695313
v2_IIII126_A,sa1,0.0078125
v2_IIII154_A,sa1,0.0078125
v2_IIII32_B,sa1,0.14453125
v2_IIII380_A,sa1,0.01171875
v2_IIII40_A,sa1,0.0078125
v2_IIII482_A,sa1,0.015625
v2_IIII514_A,sa1,0.0078125
v3,sa0,0.024414063
v3,sa1,0.024414063
v3E,sa0,0.015136719
v3E,sa1,0.015136719
v3E_C166D_A,sa0,0.00390625
v3E_IIII260_A,sa1,0.00390625
v3E_IIII281_A,sa1,0.003417969
v3E_IIII360_A,sa1,0.005859375
v3E_IIII423_A,sa1,0.001953125
v3E_IIII444_A,sa1,0.00390625
v3E_IIII520_A,sa1,0.001953125
v3_II329_A,sa1,0.005859375
v3_IIII104_A,sa1,0.003417969
v3_IIII194_A,sa1,0.003417969
v3_IIII250_B,sa1,0.003417969
v3_IIII294_B,sa1,0.0078125
v3_IIII328_A,sa1,0.00390625
v3_IIII412_A,sa1,0.00390625
v3_IIII450_A,sa1,0.000488281
v4,sa0,0.01953125
v4,sa1,0.01953125
v4E,sa0,0.009765625
v4_C127D_B,sa0,0.009765625
v4_C208D_B,sa0,0.009765625
v4_II548_B,sa1,0.009765625
v5,sa0,0.01953125
v5,sa1,0.01953125
v5E,sa0,0.01953125
v5E,sa1,0.01953125
v5E_C127D_A,sa0,0.009765625
v5E_C83D_B,sa0,0.009765625
v5E_II548_C,sa1,0.009765625
v5E_IIII378_B,sa1,0.0078125
v5E_IIII417_A,sa1,0.0078125
v5E_IIII419_A,sa1,0.00390625
v5_C208D_A,sa0,0.009765625
v6,sa0,0.015136719
v6,sa1,0.015136719
v6E,sa0,0.013183594
v6E,sa1,0.013183594
v6E_C104D_B,sa0,0.001953125
v6E_C166D_B,sa0,0.00390625
v6E_C33D_A,sa0,0.000488281
v6E_IIII251_A,sa1,0.001953125
v6E_IIII310_A,sa1,0.000976563
v6E_IIII486_A,sa1,0.00390625
v6E_IIII520_B,sa1,0.001953125
v6E_IIII537_A,sa1,0.001953125
v6E_IIII62_A,sa1,0.004882813
v6_II254_B,sa1,0.000976563
v6_IIII414_A,sa1,0.000976563
v6_IIII439_A,sa1,0.0078125
v6_IIII457_A,sa1,0.001953125
v6_IIII485_A,sa1,0.00390625
v6_IIII524_A,sa1,0.001953125
v7,sa0,0.47265625
v7,sa1,0.47265625
v7E,sa0,0.46875
v7E,sa1,0.4453125
v7E_Av13_D_15B_A,sa1,0.009765625
v7E_Av13_D_18B_B,sa1,0.021484375
v7E_Av13_D_21B_B,sa1,0.01953125
v7E_Av13_D_23B_B,sa1,0.03125
v7E_C218D_A,sa0,0.00390625
v7E_II142_A,sa1,0.00390625
v7E_II254_C,sa1,0.000976563
v7E_II329_B,sa1,0.005859375
v7E_II642_A,sa1,0.00390625
v7E_IIII120_A,sa1,0.30078125
v7E_IIII134_A,sa1,0.0234375
v7E_IIII142_A,sa1,0.279296875
v7E_IIII223_A,sa1,0.0234375
v7E_IIII263_A,sa1,0.0078125
v7E_IIII267_B,sa1,0.046875
v7E_IIII276_B,sa1,0.009765625
v7E_IIII288_A,sa1,0.01171875
v7E_IIII28_A,sa1,0.086914063
v7E_IIII294_C,sa1,0.0078125
v7E_IIII36_A,sa1,0.079589844
v7E_IIII38_B,sa1,0.116699219
v7E_IIII419_B,sa1,0.00390625
v7E_IIII442_A,sa1,0.01171875
v7E_IIII45_B,sa1,0.043945313
v7E_IIII506_A,sa1,0.01171875
v7E_IIII52_B,sa1,0.04296875
v7E_IIII537_B,sa1,0.00390625
v7E_IIII560_A,sa1,0.0234375
v7E_IIII60_A,sa1,0.06640625
v7E_IIII72_B,sa1,0.067382813
v7E_IIII76_A,sa1,0.04296875
v7E_IIII78_A,sa1,0.23828125
v7E_IIII84_A,sa1,0.04296875
v7E_IIII87_B,sa1,0.088867188
v7E_IIII93_A,sa1,0.275390625
v7_C155D_B,sa0,0.01953125
v7_II368_A,sa1,0.0078125
v7_IIII189_A,sa1,0.1015625
v7_IIII197_B,sa1,0.0546875
v7_IIII206_A,sa1,0.046875
v7_IIII237_A,sa1,0.05859375
v7_IIII266_A,sa1,0.015625
v7_IIII275_A,sa1,0.015625
v7_IIII27_B,sa1,0.09375
v7_IIII35_B,sa1,0.020507813
v7_IIII377_A,sa1,0.0078125
v7_IIII41_A,sa1,0.01171875
v7_IIII420_B,sa1,0.0078125
v7_IIII432_A,sa1,0.005859375
v7_IIII46_A,sa1,0.041992188
v7_IIII505_A,sa1,0.00390625
v7_IIII514_B,sa1,0.0078125
v7_IIII51_B,sa1,0.095703125
v7_IIII59_A,sa1,0.071289063
v7_IIII69_A,sa1,0.0546875
v7_IIII73_A,sa1,0.03125
v7_IIII80_A,sa1,0.0078125
v7_IIII89_A,sa1,0.03125
v7_IIII92_A,sa1,0.0234375
v8,sa0,0.4296875
v8,sa1,0.4296875
v8E,sa0,0.393554688
v8E,sa1,0.3671875
v8E_Av13_D_23B_C,sa1,0.03125
v8E_C131D_A,sa0,0.10546875
v8E_C165D_A,sa0,0.139648438
v8E_C220D_A,sa0,0.0625
v8E_II254_D,sa1,0.000976563
v8E_II642_B,sa1,0.00390625
v8E_IIII106_A,sa1,0.012695313
v8E_IIII117_A,sa1,0.022460938
v8E_IIII129_A,sa1,0.013671875
v8E_IIII140_A,sa1,0.021484375
v8E_IIII146_B,sa1,0.0390625
v8E_IIII153_B,sa1,0.034667969
v8E_IIII164_B,sa1,0.0234375
v8E_IIII169_B,sa1,0.0078125
v8E_IIII174_A,sa1,0.05078125
v8E_IIII182_A,sa1,0.015625
v8E_IIII185_A,sa1,0.004394531
v8E_IIII192_A,sa1,0.005859375
v8E_IIII205_A,sa1,0.015625
v8E_IIII224_B,sa1,0.037109375
v8E_IIII226_A,sa1,0.03125
v8E_IIII233_B,sa1,0.015625
v8E_IIII245_B,sa1,0.03125
v8E_IIII254_B,sa1,0.0234375
v8E_IIII296_A,sa1,0.00390625
v8E_IIII339_A,sa1,0.015625
v8E_IIII342_B,sa1,0.01953125
v8E_IIII366_A,sa1,0.001953125
v8E_IIII387_A,sa1,0.00390625
v8E_IIII405_A,sa1,0.008789063
v8E_IIII415_A,sa1,0.0078125
v8E_IIII419_C,sa1,0.00390625
v8E_IIII425_A,sa1,0.0078125
v8E_IIII427_A,sa1,0.004882813
v8E_IIII436_A,sa1,0.010742188
v8E_IIII442_B,sa1,0.01171875
v8E_IIII447_A,sa1,0.001464844
v8E_IIII461_A,sa1,0.03125
v8E_IIII464_A,sa1,0.015625
v8E_IIII466_A,sa1,0.0078125
v8E_IIII476_A,sa1,0.001953125
v8E_IIII483_A,sa1,0.00390625
v8E_IIII486_B,sa1,0.00390625
v8E_IIII489_A,sa1,0.03515625
v8E_IIII48_B,sa1,0.046875
v8E_IIII494_A,sa1,0.008789063
v8E_IIII497_A,sa1,0.005859375
v8E_IIII501_A,sa1,0.0078125
v8E_IIII534_A,sa1,0.015625
v8E_IIII537_C,sa1,0.002929688
v8E_IIII555_B,sa1,0.01171875
v8E_IIII66_A,sa1,0.005371094
v8E_IIII98_A,sa1,0.0078125
v8_Av13_D_16B_B,sa1,0.01171875
v8_C192D_A,sa0,0.015625
v8_II368_B,sa1,0.0078125
v8_IIII105_A,sa1,0.030273438
v8_IIII109_C,sa1,0.015136719
v8_IIII119_B,sa1,0.109375
v8_IIII123_A,sa1,0.135742188
v8_IIII128_A,sa1,0.019042969
v8_IIII137_A,sa1,0.046875
v8_IIII141_B,sa1,0.158203125
v8_IIII152_A,sa1,0.013671875
v8_IIII160_A,sa1,0.05078125
v8_IIII167_A,sa1,0.01953125
v8_IIII171_A,sa1,0.009765625
v8_IIII183_B,sa1,0.046875
v8_IIII186_A,sa1,0.002929688
v8_IIII191_A,sa1,0.00390625
v8_IIII209_A,sa1,0.06640625
v8_IIII227_B,sa1,0.0625
v8_IIII234_A,sa1,0.01171875
v8_IIII236_B,sa1,0.01953125
v8_IIII262_B,sa1,0.022949219
v8_IIII273_B,sa1,0.046875
v8_IIII275_B,sa1,0.015625
v8_IIII352_A,sa1,0.03125
v8_IIII362_A,sa1,0.03125
v8_IIII365_B,sa1,0.0078125
v8_IIII386_C,sa1,0.001464844
v8_IIII389_A,sa1,0.015625
v8_IIII399_A,sa1,0.03125
v8_IIII402_A,sa1,0.015136719
v8_IIII406_A,sa1,0.01171875
v8_IIII43_A,sa1,0.022460938
v8_IIII450_B,sa1,0.000488281
v8_IIII470_A,sa1,0.001464844
v8_IIII475_B,sa1,0.001953125
v8_IIII498_A,sa1,0.01171875
v8_IIII49_A,sa1,0.15234375
v8_IIII500_A,sa1,0.000976563
v8_IIII505_B,sa1,0.00390625
v8_IIII538_A,sa1,0.010742188
v8_IIII554_B,sa1,0.01171875
v8_IIII559_A,sa1,0.0234375
v8_IIII63_A,sa1,0.040527344
v8_IIII73_C,sa1,0.0390625
v8_IIII79_A,sa1,0.15234375
v8_IIII96_A,sa1,0.053222656
v9,sa0,0.369140625
v9,sa1,0.369140625
v9E,sa0,0.296875
v9E,sa1,0.296875
v9E_C112D_B,sa0,0.010742188
v9E_C117D_A,sa0,0.0390625
v9E_C170D_B,sa0,0.109375
v9E_C220D_B,sa0,0.059570313
v9E_II368_C,sa1,0.0078125
v9E_IIII100_B,sa1,0.0390625
v9E_IIII146_C,sa1,0.0390625
v9E_IIII157_B,sa1,0.009765625
v9E_IIII180_B,sa1,0.029296875
v9E_IIII192_B,sa1,0.005859375
v9E_IIII199_A,sa1,0.02734375
v9E_IIII202_A,sa1,0.000976563
v9E_IIII212_A,sa1,0.0078125
v9E_IIII216_B,sa1,0.065429688
v9E_IIII223_C,sa1,0.03125
v9E_IIII240_B,sa1,0.078125
v9E_IIII257_B,sa1,0.015625
v9E_IIII296_B,sa1,0.00390625
v9E_IIII311_B,sa1,0.01953125
v9E_IIII332_B,sa1,0.03125
v9E_IIII374_A,sa1,0.0078125
v9E_IIII387_B,sa1,0.00390625
v9E_IIII395_B,sa1,0.03125
v9E_IIII402_B,sa1,0.009765625
v9E_IIII405_B,sa1,0.01171875
v9E_IIII429_A,sa1,0.0078125
v9E_IIII442_C,sa1,0.01171875
v9E_IIII444_B,sa1,0.001464844
v9E_IIII483_B,sa1,0.00390625
v9E_IIII497_B,sa1,0.005859375
v9E_IIII503_A,sa1,0.0078125
v9E_IIII508_A,sa1,0.015625
v9E_IIII514_C,sa1,0.0078125
v9E_IIII528_A,sa1,0.009765625
v9E_IIII54_B,sa1,0.0625
v9E_IIII554_C,sa1,0.015625
v9_C108D_A,sa0,0.052734375
v9_C129D_A,sa0,0.103027344
v9_C143D_B,sa0,0.00390625
v9_C168D_B,sa0,0.017578125
v9_C191D_B,sa0,0.045898438
v9_C195D_B,sa0,0.020507813
v9_C39D_B,sa0,0.00390625
v9_C56D_A,sa0,0.000976563
v9_C86D_A,sa0,0.009765625
v9_C90D_A,sa0,0.09375
v9_II142_B,sa1,0.00390625
v9_IIII114_A,sa1,0.007324219
v9_IIII116_B,sa1,0.060546875
v9_IIII131_A,sa1,0.015625
v9_IIII133_B,sa1,0.0703125
v9_IIII148_A,sa1,0.0078125
v9_IIII151_A,sa1,0.017578125
v9_IIII156_B,sa1,0.005371094
v9_IIII175_A,sa1,0.0546875
v9_IIII179_A,sa1,0.0078125
v9_IIII203_B,sa1,0.03515625
v9_IIII210_A,sa1,0.05859375
v9_IIII215_B,sa1,0.026367188
v9_IIII219_B,sa1,0.032226563
v9_IIII229_A,sa1,0.0078125
v9_IIII239_A,sa1,0.015625
v9_IIII243_B,sa1,0.046875
v9_IIII256_A,sa1,0.015625
v9_IIII276_C,sa1,0.009765625
v9_IIII287_A,sa1,0.01171875
v9_IIII305_A,sa1,0.015625
v9_IIII310_B,sa1,0.002929688
v9_IIII329_A,sa1,0.01953125
v9_IIII35_C,sa1,0.03125
v9_IIII366_B,sa1,0.002929688
v9_IIII369_A,sa1,0.0078125
v9_IIII378_C,sa1,0.01171875
v9_IIII389_B,sa1,0.015625
v9_IIII403_A,sa1,0.000976563
v9_IIII409_A,sa1,0.015625
v9_IIII427_B,sa1,0.0078125
v9_IIII430_B,sa1,0.0078125
v9_IIII436_B,sa1,0.0078125
v9_IIII447_B,sa1,0.0078125
v9_IIII456_A,sa1,0.014648438
v9_IIII461_B,sa1,0.03125
v9_IIII468_A,sa1,0.000488281
v9_IIII476_B,sa1,0.002929688
v9_IIII495_A,sa1,0.005859375
v9_IIII506_B,sa1,0.009765625
v9_IIII510_A,sa1,0.021484375
v9_IIII518_A,sa1,0.0078125
v9_IIII533_A,sa1,0.0078125
v9_IIII65_A,sa1,0.01953125
