fault name,cube num,test relation PI,BDD Var num
n888gat_n891gat_B,20,15,13
n926gat_n979gat_B,100,34,24
n1685gat,5,5,5
n2782gat,2,1,1
n2927gat,3,4,4
n2918gat,41,29,29
n2909gat,38,29,29
n2908gat,100,29,29
n2891gat,67,20,20
n2890gat,70,20,20
n1793gat,5,13,13
n1945gat,5,5,4
n1927gat,51,19,19
n1567gat,11,10,10
n2864gat,65,126,1
n2728gat,65,126,1
n1379gat,37,78,17
n2729gat,2,2,2
n2674gat,2,38,1
n1298gat,100,83,9
n2791gat,2,33,1
n2783gat,2,34,1
n79gat,100,40,40
n2495gat,2,24,1
n2629gat,100,91,45
n1739gat,11,33,30
n1864gat,63,33,31
n1576gat,100,39,36
n1918gat,63,42,36
n1775gat,2,63,1
n1855gat,9,33,12
n78gat,100,40,40
n1694gat,7,8,5
n2486gat,100,46,46
n2980gat,67,17,17
n2765gat,100,31,31
n1991gat,71,42,39
n1919gat,11,10,9
n1892gat,100,34,34
n2863gat,100,66,50
n2855gat,100,66,43
n1189gat,65,34,3
n1279gat,65,34,8
n2836gat,4,30,12
n2575gat,17,56,3
n2576gat,17,56,3
n2567gat,5,24,2
n2269gat,2,24,1
n2648gat,5,24,4
n2549gat,9,61,3
n1478gat,100,62,48
n1487gat,100,62,49
n1990gat,61,21,21
n1784gat,100,42,21
n2981gat,100,62,50
n2189gat,26,35,34
n1847gat,51,34,28
n1891gat,100,37,36
n1964gat,20,20,20
n1963gat,49,37,26
n1955gat,17,23,15
n1973gat,23,23,21
n2792gat,55,32,30
n2846gat,4,32,12
n1586gat,2,10,10
n1838gat,3,10,5
n1396gat,100,74,42
n1774gat,100,33,33
n1297gat,100,83,41
n2585gat,33,56,3
n88gat,100,27,27
n1397gat,51,17,17
n1595gat,77,31,19
n2854gat,100,77,39
n2945gat,100,34,31
n1199gat,100,30,24
n1757gat,2,3,3
n1568gat,19,30,19
n1919gat,3,10,9
n2289gat,100,66,60
n89gat,100,27,27
n2784gat,100,50,41
n1595gat,78,31,18
n2443gat_II1724_B,100,66,48
n2487gat,2,1,1
n2397gat,2,1,1
n1988gat_n1577gat_C,19,33,31
n1895gat_n1896gat_B,29,23,20
n695gat_n688gat_C,65,20,3
n696gat_n689gat_A,65,20,3
n2388gat,2,1,1
n1968gat_n1967gat_B,28,24,22
n1685gat,6,5,5
n2793gat,2,1,1
n2928gat,3,4,4
n2927gat,5,4,4
n2918gat,100,29,29
n2919gat,41,29,29
n2909gat,100,29,29
n2891gat,70,20,20
n1793gat,20,13,13
n1559gat,36,30,19
n2864gat,65,126,1
n2856gat,65,126,1
n1379gat,3,78,4
n1298gat,100,83,9
n2783gat,2,34,1
n2667gat,100,126,93
n2595gat,4,8,8
n2495gat,2,24,1
n1479gat,100,62,51
n1866gat,19,13,13
n1668gat,74,30,19
n1658gat,73,30,19
n2586gat,2,42,5
n1775gat,2,63,1
n1848gat,100,54,50
n2199gat,41,20,19
n1694gat,7,8,5
n2478gat,100,56,39
n2486gat,100,46,27
n1991gat,91,42,37
n1596gat,100,31,31
n1892gat,99,34,33
n2855gat,100,66,50
n2838gat,4,30,12
n2577gat,17,56,3
n2576gat,17,56,3
n1569gat,45,30,29
n1659gat,100,30,29
n2991gat,28,30,19
n1784gat,100,42,34
n1884gat,100,42,21
n1839gat,100,42,38
n1785gat,100,42,32
n2189gat,23,35,34
n1956gat,100,32,23
n1893gat,47,37,36
n1974gat,55,23,23
n2775gat,59,32,30
n2792gat,54,32,30
n2846gat,4,32,12
n1398gat,15,17,13
n1838gat,3,10,5
n1686gat,100,31,31
n1677gat,100,74,49
n2585gat,33,56,3
n2649gat,9,24,2
n2973gat,100,62,32
n2982gat,100,62,30
n1794gat,3,13,13
n1758gat,100,29,29
n1469gat,100,36,35
n1587gat,96,31,20
n2214gat_II1585_B,3,46,14
n2355gat_II1724_A,100,66,44
n1696gat,7,12,12
n1596gat,100,31,31
n2992gat,28,30,19
n2884gat,59,23,20
n1498gat,100,62,29
n2784gat,100,50,39
n2487gat,2,1,1
n2397gat,2,1,1
n1777gat,7,5,5
n1968gat_n1895gat_C,84,35,28
n695gat_n689gat_C,65,20,3
n2388gat,2,1,1
n698gat_n993gat_B,100,23,17
n985gat_n986gat_A,100,23,19
n1858gat,3,3,3
n2793gat,2,1,1
n2776gat,2,1,1
n2928gat,5,4,4
n2919gat,100,29,29
n2983gat,21,21,21
n2856gat,65,126,1
n2794gat,2,32,1
n2667gat,100,126,100
n2767gat,100,126,94
n2596gat,6,8,8
n2398gat,100,104,40
n1479gat,100,62,34
n2586gat,2,42,5
n1849gat,100,54,34
n1848gat,100,54,45
n1975gat,80,23,23
n2199gat,60,20,19
n1885gat,28,10,9
n2488gat,100,91,39
n2838gat,4,30,12
n2569gat,9,56,3
n2577gat,17,56,3
n2578gat,17,56,3
n2389gat,2,24,1
n1659gat,82,30,19
n1884gat,100,42,29
n1839gat,100,42,38
n1785gat,100,42,33
n1894gat,43,34,33
n1956gat,18,32,22
n1957gat,48,31,31
n1893gat,31,37,30
n2775gat,58,32,30
n1399gat,4,17,8
n1786gat,100,42,38
n2289gat,100,66,32
n1677gat,100,74,51
n2649gat,9,24,2
n2857gat,100,31,30
n2965gat,7,15,10
n1609gat_II2813_A,2,8,5
n2786gat,100,61,39
n1598gat,100,62,34
n1796gat,3,13,13
n1994gat,19,33,30
n1777gat,7,5,5
n2579gat,33,6,6
n1858gat,3,3,3
n2776gat,2,1,1
n2894gat,3,4,4
n2983gat,50,21,21
n1696gat,10,12,12
n1499gat,71,30,18
n2777gat,2,32,1
n2794gat,2,32,1
n2767gat,100,126,97
n2399gat,2,104,1
n2489gat,2,91,1
n2876gat,100,88,9
n2597gat,2,8,8
n2398gat,100,104,47
n1787gat,4,33,8
n1849gat,100,54,27
n1975gat,80,23,23
n2488gat,100,91,26
n2867gat,33,13,2
n2578gat,17,56,3
n2389gat,2,24,1
n1778gat,2,73,5
n1895gat,55,35,32
n1958gat,80,37,35
n1967gat,7,24,17
n1886gat,70,37,30
n2669gat,54,31,30
n2884gat,100,23,21
n1786gat,100,42,38
n2957gat,100,62,27
n1859gat,84,33,30
n1769gat,8,15,9
n2353gat_II1584_A,100,46,34
n1499gat,82,30,19
n2786gat,100,61,44
n2579gat,33,6,6
n897gat_n896gat_A,23,15,13
n2894gat,5,4,4
n2895gat,3,4,4
n2886gat,66,20,20
n2777gat,2,32,1
n2399gat,2,104,1
n2489gat,2,91,1
n1698gat,13,13,12
n2876gat,100,88,9
n1986gat,65,42,36
n1797gat,80,30,29
n1787gat,4,33,8
n1878gat,100,114,55
n2868gat,33,13,2
n2499gat,5,24,2
n1779gat,6,73,5
n1778gat,7,73,5
n1788gat,100,42,21
n1895gat,100,35,34
n1958gat,100,37,34
n1968gat,100,37,33
n1886gat,60,37,35
n1896gat,100,23,23
n2778gat,58,31,30
n2669gat,54,31,30
n2877gat,66,22,20
n1599gat,4,5,5
n1869gat,100,127,74
n2985gat,100,31,31
n1859gat,20,33,30
n2859gat,33,125,3
n2967gat,7,15,10
n1769gat,8,15,9
n1798gat,29,33,30
n2986gat,28,30,19
n2286gat_II1733_A,100,46,44
n1633gat_II2735_C,100,42,34
n898gat_n895gat_B,21,15,13
n2779gat,2,1,1
n2896gat,3,4,4
n2895gat,5,4,4
n2887gat,70,20,20
n2886gat,67,20,20
n2869gat,65,13,1
n1698gat,19,13,12
n1986gat,73,42,36
n1797gat,37,30,19
n1699gat,6,121,5
n1897gat,100,56,48
n1888gat,85,31,31
n1878gat,100,114,54
n1978gat,11,15,14
n1879gat,2,115,3
n1788gat,100,42,27
n1969gat,33,34,32
n1968gat,100,37,36
n2995gat,17,23,15
n1896gat,47,23,20
n2778gat,58,31,30
n2877gat,100,22,21
n1869gat,100,127,78
n2985gat,100,31,31
n2977gat,100,62,30
n2859gat,33,125,3
n2968gat,7,15,10
n2860gat_II1277_A,100,61,46
n1884gat_II2721_A,100,42,32
n2035gat_stem_n2014gat_A,9,33,12
n1633gat_II2925_C,2,33,5
n2897gat,3,4,4
n2779gat,2,1,1
n2896gat,5,4,4
n2888gat,68,20,20
n2887gat,68,20,20
n2869gat,65,13,1
n1798gat,55,33,32
n1699gat,6,121,5
n1897gat,100,56,48
n1898gat,20,37,26
n1889gat,42,11,11
n1988gat,85,42,38
n2789gat,55,33,30
n2978gat,100,62,32
n2969gat,7,15,10
n2898gat,4,14,14
n2354gat_II1584_C,100,46,34
n1603gat_stem_n1250gat_A,100,62,26
n1839gat_II2720_C,100,42,38
n1786gat_II2720_B,100,42,38
n1838gat_II4144_B,2,5,5
n1595gat_II4216_B,53,31,19
n2897gat,5,4,4
n2888gat,69,20,20
n2889gat,65,13,2
n1899gat,100,56,48
n1898gat,87,37,22
n2988gat,73,33,32
n1989gat,45,30,19
n1988gat,80,42,34
n2789gat,55,33,30
n2356gat_II1585_A,100,46,37
n2284gat_II1584_B,100,46,38
n1784gat_II4145_B,2,5,5
n1788gat_II2720_A,100,42,30
n1839gat_II2831_A,3,11,11
n2898gat,27,14,14
n2889gat,65,13,2
n1899gat,100,56,46
n1999gat,100,55,37
n2988gat,100,33,32
n1989gat,45,30,19
n2989gat,3,115,3
n1603gat_stem_n1161gat_B,100,62,26
n1677gat_II4216_C,53,31,18
n1784gat_II2832_B,3,11,11
n1884gat_II2832_A,3,11,11
n2999gat,76,23,23
II4023,4,10,10
n2989gat,3,115,3
n2289gat_II1733_C,100,46,44
n1786gat_II2831_B,3,11,11
n1839gat_II3148_A,3,8,8
n2031gat_II3999_B,5,10,10
n1786gat_II4144_C,2,5,5
n2855gat_II1277_B,100,61,47
n1603gat_stem_n1163gat_B,100,62,26
n2093gat_stem_n2014gat_B,9,33,12
n1788gat_II4145_A,2,5,5
n2863gat_II1277_C,100,61,38
n1778gat_II2812_C,2,8,5
n1784gat_II2925_A,2,33,5
n1784gat_II2934_A,2,33,5
n1784gat_II3148_C,3,8,8
n1884gat_II3148_B,3,8,8
II2720,100,42,38
n1603gat_stem_n1291gat_A,100,62,26
n1784gat_II2736_B,100,42,34
n1785gat_II2736_A,100,42,20
n1786gat_II3149_A,3,8,8
n1884gat_II2735_B,100,42,23
n1838gat_II3178_A,2,10,5
II1515,4,8,8
n1884gat_II2926_A,2,33,5
n1785gat_II2935_A,2,33,5
n1788gat_II2831_C,3,11,11
n1785gat_II2925_B,2,33,5
n1839gat_II2934_B,2,33,5
n420gat_n1001gat_A,47,15,15
II1723,100,66,46
II2812,4,8,5
II4144,4,5,5
II4216,40,31,15
n1884gat_II2935_B,2,33,5
n1787gat_II3149_B,3,8,8
n1784gat_II3179_B,2,10,5
n1839gat_II3179_A,2,10,5
n1788gat_II2735_A,100,42,33
n1633gat_II2889_B,2,10,10
n1785gat_II3178_B,2,10,5
II1733,100,46,26
II2831,7,11,11
n1786gat_II2890_B,2,10,10
n420gat_n1003gat_A,49,16,16
n1788gat_II2890_A,2,10,10
n1787gat_II2926_B,2,33,5
n2989gat_II4217_B,100,31,29
n1603gat_stem_n1249gat_B,100,62,26
II3148,7,8,8
n1788gat_II2934_C,2,33,5
n420gat_n1004gat_B,100,30,30
II1277,100,61,51
II2735,100,42,25
n1858gat_stem_n1402gat_A,100,36,32
n1788gat_II3178_C,2,10,5
II1584,100,46,34
II2925,4,33,5
II2934,4,33,5
n2174gat_II3999_C,5,10,10
II3178,4,10,5
n701gat_n1113gat_B,2,111,5
n1625gat_stem_n1780gat_B,2,5,5
n1784gat_II2889_A,2,10,10
n110gat_n1074gat_B,98,20,20
n401gat_n1323gat_B,4,15,9
n419gat_n1000gat_A,100,30,28
n3010gat_stem,100,20,9
n120gat_n2461gat_A,100,62,36
n120gat_n2460gat_B,100,20,9
n2201gat_stem,2,104,1
n3010gat_stem,100,20,9
n1626gat_stem_n1780gat_C,2,5,5
n110gat_n1077gat_A,100,22,22
n455gat_n1011gat_A,100,20,20
n455gat_n1010gat_B,100,20,19
n2201gat_stem,2,104,1
n2031gat_stem,2,10,1
n721gat_n1114gat_B,100,85,35
n325gat_n40gat_A,21,23,21
n92gat_n200gat_B,2,12,10
n1884gat_II2889_C,2,10,10
n455gat_n1030gat_A,100,21,20
n2031gat_stem,2,10,1
n720gat_n1117gat_A,2,85,5
n1006gat_n904gat_A,23,15,13
n1007gat_n903gat_A,20,15,13
n455gat_n1031gat_B,100,20,20
n2205gat_stem,2,104,1
n393gat_n1113gat_A,2,111,5
n1773gat_stem_n1755gat_B,7,8,8
n725gat_n1114gat_A,100,85,49
n1858gat_stem_n1581gat_A,15,33,30
n151gat_n37gat_A,23,20,14
n164gat_n1324gat_A,4,15,9
n455gat_n1005gat_B,100,20,20
n2341gat_stem,2,104,1
n2205gat_stem,2,104,1
n2035gat_stem,2,41,1
n1603gat_stem,4,79,3
n2723gat_n421gat_B,100,27,27
n2715gat_n421gat_A,100,27,27
n186gat_n12gat_A,2,11,10
n1490gat_n251gat_A,21,20,18
n701gat_n1318gat_B,5,111,5
n151gat_n38gat_A,73,20,18
n1006gat_n905gat_B,25,16,13
n2341gat_stem,2,104,1
n2035gat_stem,2,41,1
n2108gat_stem,2,10,1
n1712gat_stem,2,10,5
n43gat_stem,100,20,9
n1603gat_stem,2,79,3
II2889,4,10,10
n2720gat_n182gat_B,100,45,35
n1773gat_stem_n1756gat_C,2,10,10
n1858gat_stem_n1573gat_B,37,30,19
n164gat_n1325gat_B,100,62,25
n815gat_n1250gat_B,100,62,20
n383gat_n40gat_B,22,23,14
n918gat_n1012gat_B,4,16,9
n621gat_n1175gat_A,4,15,9
n420gat_n1178gat_A,49,15,15
n419gat_n1116gat_A,27,15,14
n420gat_n1177gat_B,46,15,15
n419gat_n1115gat_B,27,15,14
n930gat_n1253gat_A,4,15,10
n2532gat_stem,2,61,1
n2541gat_stem,2,91,1
n1713gat_stem,2,33,5
n2307gat_stem,2,42,1
n2108gat_stem,2,10,1
n2613gat_stem,33,61,6
n1712gat_stem,6,10,5
n43gat_stem,100,20,9
n278gat_n1320gat_B,100,62,25
n702gat_n1256gat_B,5,87,3
n1858gat_stem_n1476gat_A,100,68,41
n2726gat_n411gat_B,100,77,68
n2723gat_n415gat_A,100,77,76
n2715gat_n521gat_B,100,77,77
n2724gat_n423gat_A,33,13,2
n2337gat_n207gat_A,5,24,2
n233gat_n38gat_B,27,20,19
n1112gat_n991gat_A,27,16,14
n833gat_n1261gat_A,4,15,9
n1773gat_stem_n1758gat_B,100,29,29
n2470gat_stem,2,13,1
n1606gat_stem,2,9,2
n2560gat_stem,2,92,1
n2532gat_stem,2,61,1
n2632gat_stem,2,61,1
n2541gat_stem,2,91,1
n1713gat_stem,6,33,5
n2307gat_stem,2,42,1
n2613gat_stem,33,61,6
n725gat_n1117gat_B,3,85,4
n1858gat_stem_n1864gat_A,11,33,31
n78gat_n212gat_B,79,32,25
n583gat_n1161gat_A,100,62,20
n2723gat_n362gat_A,33,13,2
n2842gat_n440gat_B,3,4,4
n282gat_n1372gat_A,100,62,25
n956gat_n1103gat_A,100,62,25
n672gat_n1413gat_B,100,62,40
n154gat_n37gat_B,26,20,19
n860gat_n1090gat_B,100,23,18
n282gat_n1326gat_B,4,15,9
n455gat_n1028gat_A,100,22,22
n455gat_n1181gat_A,100,21,21
n2470gat_stem,2,13,1
n1606gat_stem,3,9,2
n2560gat_stem,2,92,1
n2632gat_stem,2,61,1
n1625gat_stem,2,12,5
n2093gat_stem,2,41,1
n55gat_stem,100,21,9
II3999,13,10,10
n2174gat_stem,2,10,1
n293gat_n15gat_C,100,37,33
n637gat_n15gat_A,100,37,34
n837gat_n1321gat_B,100,62,20
n375gat_n1082gat_A,28,22,22
n1626gat_stem,2,12,5
n1858gat_stem_n1469gat_A,100,36,32
n706gat_n1443gat_B,100,62,20
n926gat_n1152gat_A,100,23,20
n1112gat_n993gat_A,100,23,21
n613gat_n1267gat_A,4,15,9
n1112gat_n992gat_B,100,23,21
n270gat_n1097gat_A,8,16,10
n897gat_n1010gat_A,100,20,20
n2862gat_n520gat_B,100,70,66
n2862gat_n530gat_A,100,77,77
n1625gat_stem,6,12,5
n2093gat_stem,2,41,1
n55gat_stem,100,21,9
n2337gat_stem,2,24,1
n2174gat_stem,2,10,1
n1392gat_stem,2,31,1
n860gat_n1245gat_B,100,62,25
n392gat_n1318gat_A,5,111,5
n720gat_n1376gat_B,36,116,17
n2726gat_n423gat_B,33,13,2
n1112gat_n994gat_A,100,24,22
n278gat_n1260gat_B,4,15,9
n1112gat_n885gat_B,100,23,21
n455gat_n1029gat_B,100,24,24
n894gat_n1005gat_A,100,20,20
n455gat_n1182gat_B,100,13,13
n1717gat_stem,2,33,5
n1626gat_stem,6,12,5
n2337gat_stem,2,24,1
n1392gat_stem,2,31,1
n1816gat_stem,3,36,2
n2726gat_n361gat_B,100,37,35
n2727gat_n360gat_B,100,49,39
n566gat_n1153gat_B,100,62,29
n375gat_n1083gat_B,28,22,22
n392gat_n1256gat_A,5,87,3
n2723gat_n418gat_B,100,77,76
n2715gat_n516gat_B,100,70,59
n2844gat_n442gat_A,3,4,4
n93gat_n651gat_A,100,29,29
n833gat_n1373gat_A,100,62,20
n617gat_n1264gat_B,4,15,9
n1112gat_n886gat_B,100,23,23
n1717gat_stem,6,33,5
n1816gat_stem,2,36,2
n401gat_n1499gat_B,73,30,18
n721gat_n1377gat_B,39,78,17
n613gat_n1368gat_B,100,62,20
n274gat_n1258gat_A,100,62,25
n882gat_n1163gat_A,100,62,20
n1490gat_n248gat_B,25,21,19
n1858gat_stem_n1796gat_A,3,13,13
n200gat,3,12,10
n2711gat_n962gat_B,3,4,4
n2269gat_n207gat_B,5,24,2
n879gat_n1003gat_B,25,16,14
n1112gat_n995gat_B,100,23,21
n1111gat_n889gat_A,100,23,21
n274gat_n1257gat_B,4,15,9
n837gat_n1262gat_A,4,15,9
n978gat_n1004gat_A,100,30,28
n888gat_n1030gat_B,100,21,21
n898gat_n1011gat_B,100,20,20
n2854gat_n531gat_B,100,77,77
n2628gat_stem,2,61,1
n2646gat_stem,9,24,4
n2493gat_stem,2,24,1
n2268gat_stem,2,24,1
n110gat,100,27,27
n1773gat_stem,2,43,1
n845gat_n1614gat_B,72,30,18
n396gat_n1614gat_A,10,30,17
n247gat_n39gat_B,23,23,21
n110gat,100,27,21
n724gat_n1376gat_A,4,116,5
n2727gat_n362gat_B,33,13,2
n2846gat_n441gat_B,3,4,4
n93gat_n652gat_B,100,29,29
n2846gat_n450gat_B,35,20,20
n383gat_n39gat_A,100,23,20
n845gat_n1174gat_A,4,15,9
n706gat_n1375gat_B,4,15,9
n336gat_n1098gat_A,100,23,17
n741gat_n1097gat_B,16,16,14
n2638gat_stem,2,56,1
n2557gat_stem,2,61,1
n2628gat_stem,2,61,1
n2646gat_stem,9,24,4
n2971gat_stem,100,22,9
n2493gat_stem,2,24,1
n2268gat_stem,2,24,1
n120gat,100,88,9
n111gat,100,40,40
n1773gat_stem,2,43,1
n2724gat_n529gat_A,100,42,40
n2723gat_n286gat_B,100,61,39
n2711gat_n964gat_B,2,14,10
n864gat_n1246gat_A,100,62,25
n111gat,10,40,18
n724gat_n1377gat_A,3,78,4
n2726gat_n356gat_A,100,77,76
n2840gat_n790gat_B,3,4,4
n2781gat_n444gat_B,3,4,4
n2711gat_n965gat_A,35,20,20
n2734gat_n960gat_A,35,20,20
n583gat_n1094gat_B,100,23,18
n741gat_n1098gat_B,100,23,21
n2638gat_stem,2,56,1
n2557gat_stem,2,61,1
n2971gat_stem,100,22,9
n121gat,65,88,8
n130gat,100,88,9
n120gat,100,88,9
n1685gat_stem,5,36,5
n2715gat_n529gat_B,100,42,39
n2723gat_n746gat_B,100,40,34
n743gat_n86gat_A,100,40,35
n2860gat_n357gat_B,12,17,15
n2726gat_n357gat_A,12,17,15
n637gat_n82gat_C,56,17,15
n2718gat_n653gat_A,2,14,10
n2840gat_n971gat_B,2,22,10
n918gat_n1616gat_A,73,30,18
n2716gat_n745gat_A,33,13,2
n2715gat_n638gat_A,33,13,2
n93gat_n645gat_B,100,29,29
n93gat_n646gat_A,100,29,29
n2840gat_n791gat_B,35,20,20
n864gat_n1093gat_B,100,23,18
n956gat_n1091gat_B,100,23,17
n221gat,100,88,9
n2487gat_stem,2,61,1
n2397gat_stem,2,62,1
n320gat,100,93,36
n500gat,100,21,9
n230gat,100,88,9
n122gat,65,88,8
n130gat,100,88,9
n2388gat_stem,2,24,1
n140gat,42,23,19
n401gat,100,53,30
n1685gat_stem,6,36,5
n396gat_n1616gat_B,10,30,17
n396gat_n1605gat_D,10,30,16
n2716gat_n746gat_A,100,40,36
n2859gat_n360gat_A,100,49,34
n2715gat_n287gat_B,100,61,37
n743gat_n87gat_A,5,12,10
n294gat_n84gat_C,100,27,27
n1392gat_stem_II4217_A,100,31,20
n294gat_n85gat_B,31,16,14
n2734gat_n961gat_B,3,14,11
n2672gat_n763gat_A,50,29,29
n2884gat_n460gat_B,36,23,21
n2842gat_n772gat_B,2,23,10
n2781gat_n446gat_B,3,23,11
n141gat,24,20,19
n93gat_n763gat_B,100,29,29
n2672gat_n556gat_A,36,20,20
n698gat_n1162gat_A,100,62,20
n926gat_n1087gat_A,23,16,13
n1601gat_n979gat_A,100,34,28
n402gat,100,53,9
n221gat,100,88,9
n2487gat_stem,2,61,1
n2397gat_stem,2,62,1
n312gat,100,90,44
n320gat,100,93,49
n1777gat_stem,7,5,5
n500gat,100,21,9
n501gat,100,21,9
n510gat,100,21,9
n132gat,100,88,9
n222gat,65,88,3
n230gat,100,88,9
n231gat,100,88,9
n123gat,65,88,8
n2388gat_stem,2,24,1
n150gat,23,20,19
n330gat,100,30,19
n240gat,100,21,20
n140gat,100,23,20
n401gat,100,53,32
n1858gat_stem,3,115,3
n411gat,100,77,77
n420gat,100,70,48
n2859gat_n361gat_A,100,37,34
n294gat_n86gat_B,100,40,36
n2731gat_n767gat_B,3,14,11
n2836gat_n447gat_A,2,14,10
n250gat,24,21,19
n142gat,21,23,21
n2859gat_n522gat_B,100,77,71
n2731gat_n795gat_A,36,20,20
n2844gat_n654gat_B,35,20,20
n2842gat_n774gat_A,34,20,20
n819gat_n1096gat_A,10,34,13
n829gat_n1176gat_A,4,30,9
n2854gat_n519gat_A,100,70,65
n160gat,100,33,9
n402gat,100,53,9
n322gat,100,93,9
n312gat,100,90,54
n1777gat_stem,7,5,5
n331gat,100,30,19
n2579gat_stem,33,56,6
n502gat,100,21,9
n501gat,100,21,9
n510gat,100,21,9
n511gat,100,21,9
n223gat,65,88,3
n231gat,100,88,9
n124gat,65,88,8
n330gat,100,30,19
n151gat,100,26,19
n241gat,100,23,21
n340gat,100,34,26
n1858gat_stem,3,115,3
n520gat,100,70,60
n412gat,10,70,17
n411gat,100,77,63
n420gat,100,70,51
n293gat_n87gat_C,5,12,10
n637gat_n85gat_C,17,16,14
n2792gat_n645gat_A,49,29,29
n579gat_n1291gat_B,100,62,20
n2731gat_n796gat_A,4,22,13
n2863gat_n564gat_B,100,61,51
n2731gat_n768gat_B,3,4,4
n2718gat_n655gat_B,3,4,4
n2852gat_n792gat_A,3,4,4
n2778gat_n443gat_A,3,4,4
n93gat_n766gat_A,100,29,29
n93gat_n765gat_B,100,29,29
n983gat_n1158gat_A,100,62,29
n985gat_n1156gat_A,100,62,29
n926gat_n1088gat_B,100,23,20
n160gat,100,33,9
n341gat,100,34,9
n701gat,100,116,10
n314gat,100,90,9
n322gat,100,93,9
n152gat,100,26,19
n331gat,100,30,19
n2579gat_stem,33,56,6
n521gat,100,77,71
n260gat,65,20,3
n170gat,65,21,3
n350gat,100,21,9
n440gat,3,4,4
n710gat,65,21,3
n502gat,100,21,9
n503gat,100,21,9
n511gat,100,21,9
n512gat,100,21,9
n224gat,65,88,3
n125gat,100,88,9
n800gat,100,20,19
n233gat,23,21,18
n251gat,75,20,18
n143gat,100,22,20
n134gat,100,23,21
n151gat,100,26,19
n242gat,22,21,20
n241gat,39,23,21
n340gat,100,34,26
n413gat,10,70,17
n530gat,100,77,77
n2726gat_n288gat_B,100,61,52
n2838gat_n771gat_A,2,14,10
n2731gat_n769gat_B,52,29,29
n2734gat_n766gat_B,52,29,29
n2781gat_n765gat_A,52,29,29
n180gat,5,16,13
n801gat,100,24,18
n612gat,2,1,1
n504gat,100,9,9
n2836gat_n439gat_B,3,4,4
n2852gat_n793gat_A,35,20,20
n2718gat_n656gat_B,36,20,20
n2792gat_n555gat_B,35,20,20
n2836gat_n449gat_A,35,20,20
n2781gat_n764gat_B,35,20,20
n978gat_n1029gat_A,100,24,24
n879gat_n1028gat_B,100,22,22
n341gat,100,34,9
n720gat,100,125,23
n701gat,100,116,10
n314gat,100,90,9
n152gat,100,26,19
n521gat,100,77,77
n414gat,100,77,77
n630gat,100,77,72
n423gat,33,13,2
n261gat,65,20,3
n171gat,65,21,3
n350gat,100,21,9
n351gat,100,21,9
n441gat,3,4,4
n711gat,65,21,3
n503gat,100,21,9
n513gat,100,21,9
n512gat,100,21,9
n810gat,100,20,9
n450gat,35,20,20
n225gat,65,88,3
n125gat,100,88,9
n126gat,100,88,9
n207gat,5,24,2
n234gat,75,19,18
n233gat,75,21,18
n333gat,89,20,18
n144gat,100,25,21
n252gat,100,22,21
n324gat,24,22,21
n621gat,100,27,17
n702gat,100,109,18
n900gat,10,15,12
n270gat,100,35,19
n522gat,100,77,68
n531gat,100,77,77
n2855gat_n564gat_C,100,61,48
n2778gat_n445gat_A,3,14,11
n2778gat_n651gat_B,51,29,29
n2846gat_n448gat_B,2,21,10
n244gat,23,20,18
n145gat,22,22,20
n144gat,37,25,21
n325gat,23,28,20
n612gat,2,1,1
n504gat,100,9,9
n2792gat_n647gat_A,3,4,4
n2338gat_n299gat_B,5,24,2
n2877gat_n390gat_B,38,22,21
n336gat_n1599gat_B,4,5,5
n2859gat_n526gat_A,100,77,77
n703gat,100,137,10
n271gat,100,35,10
n720gat,100,125,10
n343gat,100,21,9
n622gat,100,27,9
n820gat,2,44,1
n370gat,35,20,16
n316gat,100,93,50
n414gat,100,77,76
n630gat,100,77,76
n523gat,100,77,77
n180gat,56,16,16
n442gat,3,4,4
n262gat,65,20,3
n172gat,100,21,9
n910gat,65,21,3
n352gat,100,21,9
n351gat,100,21,9
n712gat,65,21,3
n730gat,65,21,3
n505gat,65,21,9
n513gat,100,21,9
n514gat,100,21,9
n810gat,100,20,9
n811gat,100,20,9
n226gat,100,88,9
n126gat,100,88,9
n127gat,100,88,9
n235gat,89,19,18
n334gat,100,32,20
n460gat,100,23,21
n451gat,100,23,21
n136gat,68,22,20
n154gat,24,24,18
n253gat,100,27,20
n802gat,100,21,20
n721gat,100,136,49
n621gat,100,27,17
n702gat,100,109,27
n613gat,100,77,36
n901gat,10,15,12
n270gat,100,35,19
n522gat,100,77,55
n406gat,100,70,69
n415gat,100,77,74
n2844gat_n974gat_A,2,20,10
n2669gat_n870gat_A,3,20,11
n182gat,100,45,30
n245gat,59,23,20
n334gat,65,32,17
n461gat,33,23,21
n325gat,23,28,20
n146gat,22,22,21
n93gat_n769gat_A,100,29,29
n2789gat_n650gat_B,35,20,20
n2268gat_n299gat_A,5,24,2
n679gat_n1249gat_A,100,62,20
n722gat,100,141,10
n703gat,100,137,10
n271gat,100,35,9
n343gat,100,21,9
n622gat,100,27,9
n830gat,2,41,1
n614gat,2,77,1
n820gat,2,44,1
n803gat,100,20,9
n641gat,100,29,29
n371gat,33,20,16
n316gat,100,93,53
n551gat,100,89,39
n470gat,100,22,21
n416gat,19,70,35
n632gat,69,77,8
n524gat,100,77,76
n523gat,100,77,77
n362gat,33,13,2
n263gat,100,20,9
n172gat,100,21,9
n173gat,100,21,9
n911gat,100,21,9
n344gat,65,21,3
n352gat,100,21,9
n353gat,100,21,9
n443gat,3,4,4
