fault name,cube num,test relation PI,BDD Var num
g2353_g3103_B,45,74,28
g3034_g3610_B,100,74,50
g3060_g3620_B,86,74,36
g3110_g3660_B,65,74,36
g3002_g3525_B,100,82,49
g3212_g3532_A,100,83,50
g1070_g1822_A,30,24,23
g3204_g6150_A,2,57,12
g242_II1961_B,100,89,52
g292_II4009_A,100,97,64
II7432_II7434_B,3,18,16
g865,25,24,23
g559,3,54,13
g289,100,97,65
II3988,100,97,65
g1039_g1422_A,100,116,71
g1056_g1620_A,100,109,109
g2001_g2807_B,100,83,58
g3031_g3362_A,3,14,7
g2422_g3620_A,100,74,53
II1951_II1953_B,100,89,56
g131_II2676_A,5,9,7
II3445_II3447_B,10,57,10
II4444_II4446_B,2,6,6
g143_II7209_A,19,18,18
II7216_II7218_B,48,18,18
g839,2,109,1
g658,100,164,113
g676,100,173,13
g964,15,51,20
g496,72,68,33
g398,29,25,5
g766,100,142,43
II2899,3,4,4
g784,100,152,44
g866,100,103,103
g749,100,142,43
g578,100,24,15
g965,100,156,81
II6499,100,173,30
g586,100,24,15
g478,100,152,38
g1101_g1576_A,100,112,41
g1123_g2085_A,100,82,30
g1535_g2113_B,100,112,41
g1624_g2160_A,100,31,31
g1030_g2916_A,100,67,60
g2413_g3134_B,45,74,28
g3002_g3517_B,100,82,49
g3212_g6152_A,2,54,12
II3914_II3915_B,100,97,65
g590_II7311_B,2,16,15
II7541_II7542_B,64,23,23
g929,100,31,31
g857,34,24,23
g938,100,31,31
g947,56,31,31
II8778,100,83,55
II3989,100,97,64
g1039_g1603_A,100,163,104
g1070_g2434_B,100,109,99
g2010_g2908_B,100,39,39
g314_g901_A,100,85,24
g2722_g3303_A,100,113,29
g2701_g3315_A,100,113,29
g3150_g3361_A,100,123,29
g301_g905_A,100,74,74
g524_II1951_A,100,89,55
II1961_II1962_B,100,89,58
g242_II1963_A,100,89,57
g710_II2674_A,5,9,7
II2681_II2682_B,2,4,4
II2933_II2934_B,5,11,8
II3455_II3456_B,10,57,10
II4526_II4527_B,2,7,7
g650_II4921_A,7,8,8
II7208_II7209_B,47,18,18
II7244_II7245_B,32,18,18
g839,2,109,1
g858,100,100,44
g669,100,66,28
g398,29,25,5
g939,100,89,55
g948,100,89,55
g866,100,103,99
g749,100,142,33
g578,100,24,15
g965,100,156,72
g489,5,61,16
g1011_g1585_B,100,63,63
g2440_g3144_B,45,74,28
g3100_g3654_B,86,74,36
g2330_g3831_A,100,24,23
g2215_g3531_B,100,82,51
g3007_g3521_C,100,83,51
g5025_g5212_B,96,57,48
II3914_II3916_B,100,97,65
II7541_II7543_B,62,23,23
II8779,100,83,56
g1064_g1802_B,2,82,2
g1084_g1620_B,100,109,109
g2713_g3321_B,38,61,18
g2370_g3611_A,100,74,51
g3421_g3810_B,13,16,8
g4004_g4244_B,7,113,9
g4054_g4600_A,49,23,19
g4410_g5324_B,3,59,7
g1123_g6082_A,100,21,20
g524_II1952_A,100,89,56
II1961_II1963_B,100,89,60
g710_II2675_A,5,9,7
g613_II2681_B,2,4,4
II2681_II2683_B,2,4,4
II2933_II2935_B,5,11,8
II3455_II3457_B,10,57,10
II3739_II3740_B,5,11,9
g619_II4161_A,5,6,6
II4526_II4528_B,2,7,7
II5269_II5270_B,100,179,20
II7244_II7246_B,31,18,18
g590_II7313_A,14,16,15
g1407_g3621_A,100,74,26
g985,10,10,10
g858,100,100,51
g669,100,66,17
II7987,51,54,33
II7978,64,54,33
II7969,100,61,39
g598,2,109,1
g489,5,61,16
g1070_g1815_B,100,102,23
g1815_g3330_A,100,24,23
g1094_g2053_A,100,118,68
g1543_g2107_B,25,105,39
g2364_g3113_B,33,74,28
g2370_g3135_A,100,82,30
g2370_g3603_A,65,74,36
g3031_g3626_A,2,54,11
g3043_g3632_A,2,54,11
g3200_g3529_A,100,82,50
g2215_g3532_B,100,83,51
g1423_g4730_A,7,18,12
g1123_g6092_A,100,24,23
g5720_g6130_A,24,54,21
II3933_II3934_B,100,97,63
g949,38,31,31
II7988,7,54,19
II7979,7,54,19
g1620_g2434_C,100,109,99
g1064_g2434_A,100,109,109
g1027_g1570_B,5,10,4
g1419_g2015_B,7,16,5
g2021_g2853_B,72,51,20
g2004_g3383_B,100,123,30
g4004_g4271_C,100,112,28
g1703_g6060_B,2,14,5
g1711_g6061_B,2,14,5
g1161_g6090_A,100,21,20
g6212_g6321_B,69,57,42
g516_II1970_A,100,89,58
g236_II1971_A,100,89,59
g613_II2683_A,3,4,4
II3168_II3169_B,100,21,12
II3177_II3178_B,7,57,10
II3739_II3741_B,5,11,9
g606_II4444_B,2,6,6
II4545_II4546_B,5,11,10
II5269_II5271_B,100,179,20
II5292_II5293_B,2,8,8
II5535_II5536_B,2,9,9
II6390_II6391_B,100,17,15
g878,10,10,10
g985,10,10,10
g895,11,97,15
g598,2,109,1
g2391_g3123_B,33,74,28
g3037_g3611_B,85,74,36
g2604_g3613_A,2,59,11
g2422_g3615_A,65,74,36
g2631_g3631_A,2,54,11
g3183_g3520_A,100,82,49
g3023_g3526_B,100,83,50
g3007_g3532_C,100,83,50
g1345_g4160_B,100,113,32
g4210_g4490_B,7,18,15
g1123_g6084_A,100,24,23
g1161_g6091_A,100,24,23
g6212_g6331_B,100,61,51
II3933_II3935_B,100,97,64
g290_II3970_A,100,97,65
g1064_g3109_B,38,24,23
g804_II2574_A,100,152,34
g2470_g3161_B,100,83,55
g2682_g3300_B,19,54,11
g5025_g5214_B,57,57,42
g4410_g5326_B,5,54,10
g4410_g4544_A,2,54,6
g4900_g5600_B,26,18,12
g3200_g6149_A,2,54,12
g6015_g6150_B,66,57,48
g1703_g6260_A,5,14,5
g2121_g6625_A,6,112,10
g4904_g5202_A,3,87,12
g567_II2244_A,2,3,3
g345_II2933_B,13,11,11
II3177_II3179_B,7,57,10
g791_II3190_A,10,57,8
g606_II4446_A,5,6,6
g353_II4545_B,5,11,11
II4545_II4547_B,5,11,10
II4919_II4920_B,2,8,8
II5292_II5294_B,2,8,8
II5535_II5537_B,2,9,9
II6390_II6392_B,100,17,15
g478_II8201_A,100,123,36
g699,2,163,1
g878,10,10,10
II7989,13,54,19
g798,100,152,40
g996,100,156,78
g1123_g2089_A,100,83,30
g1603_g2356_A,49,74,36
g2018_g2850_A,95,24,23
g2370_g3146_A,100,83,30
g2422_g3157_A,100,82,30
g1233_g3166_B,100,56,40
g2506_g3180_B,33,74,28
g3019_g3603_B,100,74,52
g3209_g3531_A,100,82,50
g3023_g3518_B,100,83,52
g5702_g6123_A,9,59,17
g3173_g6141_A,2,59,12
g2142_g2951_A,5,23,17
II3952_II3953_B,100,97,64
II3970_II3971_B,100,97,65
g290_II3971_A,100,97,64
g1064_g1743_A,5,100,5
g3441_g3730_B,2,4,4
g1474_g4410_B,100,142,36
g1101_g1499_A,100,147,98
g2113_g2916_B,100,67,44
g2416_g3135_B,100,82,57
g2701_g3328_A,100,123,29
g3162_g3353_A,100,123,29
g1861_g4230_B,5,11,11
g1612_g6640_A,69,123,17
g2340_g3741_C,100,74,26
g248_II1951_B,100,89,54
g230_II1978_B,100,89,51
g567_II2245_A,2,3,3
g341_II2299_B,17,11,11
II2674_II2675_B,5,9,7
g345_II2935_A,9,11,8
g349_II3741_A,13,11,9
g353_II4547_A,17,11,10
II4919_II4921_B,2,8,8
II5257_II5258_B,100,179,20
II6175_II6176_B,2,10,10
g631_II6194_B,2,10,10
II6499_II6500_B,100,173,27
II7237_II7238_B,34,18,18
II7534_II7535_B,69,23,23
g478_II8202_A,100,123,36
g699,2,163,1
g889,100,103,49
g798,100,152,37
g996,100,156,109
g1056_g4640_B,46,16,13
g2330_g5455_A,15,18,17
g1603_g2339_A,33,74,36
g2422_g3176_A,100,83,30
g3054_g3642_A,2,61,11
g2215_g3653_A,33,74,27
g2234_g3661_A,33,74,27
g3158_g3511_A,100,82,51
g2215_g3535_B,100,82,50
g2215_g3544_B,100,83,51
g1084_g1822_B,36,24,23
g5025_g5216_B,52,59,42
g6212_g6333_B,100,61,52
g504_II1994_A,100,89,54
II3952_II3954_B,100,97,65
II3970_II3972_B,100,97,65
g1006_g4680_C,65,105,47
g3441_g3731_B,2,4,4
g3425_g4017_B,100,23,23
g1570_g2092_B,7,10,5
g1612_g2950_B,100,122,27
g1138_g2435_A,3,82,6
g2443_g3145_B,100,82,58
g2551_g3208_B,33,97,15
g2640_g3281_B,8,59,7
g2722_g3317_A,100,123,29
g1931_g3351_B,100,123,30
g2760_g3351_A,100,123,29
g3104_g3376_A,100,113,29
g3114_g3662_B,92,74,36
g2234_g3670_A,100,82,43
g3425_g4045_A,100,24,20
g4007_g4280_C,100,122,28
g3505_g3903_A,100,142,28
g3512_g3905_A,100,152,28
g4407_g4602_A,57,23,20
g5074_g5500_B,100,31,31
g3209_g6151_A,2,54,12
g6015_g6152_B,59,54,45
g3216_g6153_A,2,61,12
g1711_g6263_A,5,14,5
g6212_g6324_B,100,57,48
g4253_g4432_B,5,32,12
g3491_g5060_A,100,173,13
g248_II1953_A,100,89,55
g774_II2542_B,4,59,6
II2674_II2676_B,5,9,7
g622_II4782_B,2,7,7
II5257_II5259_B,100,179,20
g625_II5292_B,2,8,8
II6175_II6177_B,2,10,10
g631_II6196_A,9,10,10
II6499_II6501_B,100,173,29
II7237_II7239_B,35,18,18
II7534_II7536_B,69,23,23
g889,100,103,100
g1017_g1585_A,100,63,42
g1633_g2166_A,69,24,23
g2437_g3143_B,33,74,28
g2461_g3155_B,33,74,28
g3016_g3618_A,2,57,11
g2701_g3636_A,2,59,11
g2660_g3650_A,2,61,11
g3064_g3651_A,2,61,11
g2284_g3702_A,85,74,27
g3216_g3535_A,100,82,50
g2215_g3536_B,100,83,49
g1161_g6085_A,100,55,23
g6212_g6334_B,53,59,40
g512_II1978_A,100,89,53
II6473_II6474_B,6,16,16
II6743_II6744_B,5,16,16
II7548_II7550_B,61,23,23
g1359_g2026_A,7,36,15
g3251_g3724_B,2,4,4
g1049_g3910_B,2,2,2
g1560_g4812_B,7,105,16
g1612_g5077_A,5,95,7
g5124_g5281_B,100,31,26
g1706_g2255_A,25,54,8
g2716_g3323_B,100,61,18
g1911_g3336_B,100,113,30
g2772_g3340_A,100,123,29
g2740_g3362_B,3,14,8
g2831_g3433_B,75,74,25
g2215_g3663_A,45,74,27
g3140_g3718_B,2,82,8
g3043_g3780_A,3,14,7
g1352_g4165_B,100,123,32
g1381_g4181_B,100,123,32
g2138_g4280_A,100,122,28
g4054_g4407_A,100,31,31
g5300_g5428_B,99,23,21
g5251_g5441_B,5,59,8
g5251_g5451_A,7,54,10
g224_II1986_B,100,89,51
g504_II1995_A,100,89,59
g830_II2299_A,5,11,7
g719_II2526_B,4,59,6
g774_II2544_A,4,59,6
II3188_II3189_B,7,57,10
g135_II3398_B,5,9,9
g622_II4784_A,6,7,7
g357_II4941_A,21,11,11
II5195_II5196_B,100,17,15
g625_II5294_A,7,8,8
g571_II6175_B,2,10,10
II6185_II6186_B,100,17,15
II6194_II6195_B,2,10,10
g1802_g3528_A,8,82,10
II7562_II7563_B,52,23,23
g1060_g1777_A,13,99,15
g2535_g3190_B,83,74,28
g2850_g3434_A,100,24,23
g3046_g3615_B,100,74,53
g3150_g3683_A,2,61,11
g3007_g3518_C,100,83,52
g3007_g3536_C,100,83,52
g5025_g5209_B,100,54,45
g1143_g6086_A,100,21,20
g5711_g6126_A,24,57,21
g6015_g6145_B,35,59,42
g287_II3914_A,100,97,65
II6473_II6475_B,6,16,16
II6743_II6745_B,5,16,16
g471_II8194_A,100,113,36
g1270_g2834_C,3,14,6
g1263_g2834_A,3,14,6
g1411_g2947_A,6,8,8
g3251_g3725_B,2,4,4
g4017_g4237_B,100,23,23
g4550_g4812_A,6,105,12
g2381_g6252_B,2,32,7
g4410_g6670_C,100,112,28
g610_g918_A,3,16,3
g743_II2566_B,100,142,37
g1088_g2073_A,100,105,94
g1793_g2142_A,5,99,20
g1706_g2292_A,19,54,9
g1387_g2340_B,100,99,42
g2015_g2846_B,9,16,6
g2622_g3283_B,3,14,8
g3162_g3338_A,100,113,29
g1950_g3361_B,100,123,30
g3118_g3373_A,100,113,29
g3128_g3381_A,100,113,29
g3136_g3382_A,100,123,29
g3167_g3630_A,6,82,6
g2234_g3681_A,100,83,49
g2268_g3701_A,100,83,46
g4007_g4247_B,7,123,9
g4662_g5122_B,20,12,12
g5025_g5218_B,44,59,40
g5054_g5225_B,40,59,40
g5274_g5410_B,38,23,17
g5521_g5604_B,75,18,18
g3752_g6132_A,100,21,12
g6015_g6154_B,64,54,45
II1969_II1970_B,100,89,55
g512_II1979_A,100,89,53
g224_II1988_A,100,89,55
g766_II2526_A,4,59,6
g719_II2528_A,4,59,6
g646_II4526_B,2,7,7
II4939_II4940_B,5,11,11
II5195_II5197_B,100,17,15
g478_II5307_A,100,123,28
g654_II5535_B,2,9,9
g571_II6177_A,9,10,10
II6185_II6187_B,100,17,15
II6194_II6196_B,2,10,10
g188_II7244_A,22,18,18
g594_II7441_A,15,16,16
II7562_II7564_B,51,23,23
g1119_g1763_B,100,24,23
g2160_g2937_A,100,31,31
g2509_g3181_B,45,74,28
g3104_g3379_A,100,123,29
g3070_g3628_B,91,74,36
g2644_g3641_A,2,54,11
g3104_g3649_A,2,57,11
g3173_g3517_A,100,82,50
g3192_g3525_A,100,82,51
g2215_g3529_B,100,82,52
g2215_g3538_B,100,82,50
g3187_g3521_A,100,83,48
g2018_g4735_A,13,18,13
g5054_g5226_B,51,59,42
g5705_g6124_A,12,57,18
g5723_g6133_A,24,54,21
g3183_g6144_A,2,57,12
g6212_g6318_B,61,59,42
g284_II3846_A,100,97,64
II3846_II3847_B,100,97,64
g287_II3915_A,100,97,65
g2381_g2940_B,33,74,36
g471_II8195_A,100,113,36
g2924_g3505_A,100,142,28
g1764_g3512_B,100,152,24
g3251_g3726_B,2,4,4
g1481_g4416_B,100,152,36
g1560_g4813_C,7,105,16
g4550_g4813_A,6,105,12
g2073_g4812_D,100,105,52
g5311_g5455_B,35,18,15
g5515_g5602_B,18,16,16
g2056_g5821_B,100,133,92
g1675_g2053_B,100,118,92
g1666_g2062_B,100,147,88
g1398_g2340_A,78,99,42
g54_g2419_B,100,31,31
g1030_g2897_A,100,105,98
g1157_g2435_C,3,82,7
g2491_g3172_B,100,82,55
g2734_g3326_A,100,113,29
g2760_g3336_A,100,113,29
g2709_g3341_B,3,14,8
g2245_g3680_A,100,82,43
g3425_g3831_B,100,24,20
g1861_g4253_A,17,51,20
g4253_g4471_A,100,31,26
g4416_g5325_B,3,59,7
g5220_g5357_B,26,14,14
g5270_g5406_B,27,23,16
g5251_g5443_B,7,57,9
g4911_g5603_B,37,18,13
g1721_g6066_B,2,14,5
g6212_g6327_B,100,54,45
g5019_g5227_A,100,17,17
II1969_II1971_B,100,89,55
II1978_II1980_B,100,89,56
g218_II1994_B,100,89,55
g598_II2244_B,2,3,3
g766_II2527_A,4,59,6
g918_II2681_A,3,4,4
II2766_II2767_B,100,142,36
g804_II2795_A,100,152,37
g736_II3177_B,4,57,8
g729_II3445_B,4,57,7
g646_II4528_A,6,7,7
II4782_II4783_B,2,7,7
g650_II4919_B,2,8,8
II4939_II4941_B,5,11,11
II5187_II5188_B,100,17,15
g478_II5308_A,100,123,28
g654_II5537_A,8,9,9
g1514_g4680_B,100,105,75
g188_II7245_A,58,18,18
II7527_II7528_B,69,23,23
g2166_g2941_A,94,24,23
g2485_g3170_B,33,74,28
g2397_g3610_A,65,74,36
g3090_g3645_B,89,74,36
g2544_g3652_A,65,74,36
g3136_g3672_A,2,54,11
g2197_g3520_C,100,82,52
g2215_g3539_B,100,83,50
g1246_g4058_B,100,55,36
g74_g4407_B,41,31,31
g4215_g4491_B,7,18,16
g4293_g4602_B,7,23,20
g4364_g4621_B,24,24,23
g1177_g6081_A,100,56,23
g1143_g6088_A,100,24,23
g1222_g6099_A,100,24,23
g3219_g6154_A,2,54,12
g6015_g6156_B,100,61,51
g284_II3847_A,100,97,65
II3846_II3848_B,100,97,64
g288_II3933_A,100,97,65
g582_II6743_B,2,16,12
g3251_g3727_B,2,4,4
g3546_g3910_A,2,2,2
g2073_g4813_D,100,105,49
g4550_g4814_A,100,105,105
g5074_g5281_A,64,31,22
g2053_g5852_B,100,118,98
g2121_g6469_A,100,112,34
g602_g918_B,3,16,3
g1826_g2551_B,31,97,15
g1387_g2009_B,100,74,23
g2367_g3117_B,45,74,28
g2446_g3146_B,100,83,58
g2419_g3147_A,100,31,31
g2296_g3305_B,5,9,9
g3128_g3383_A,100,123,29
g2846_g3421_B,11,16,7
g1359_g3433_A,100,74,25
g3016_g3774_A,3,14,7
g1366_g4172_B,100,123,32
g1391_g4183_B,100,113,32
g4915_g5240_B,51,57,42
g5266_g5402_B,15,23,15
g5069_g5241_A,11,57,10
g5331_g5481_B,18,14,14
g1692_g6250_A,5,14,5
g1721_g6266_A,5,14,5
g1726_g6270_A,5,14,5
g2032_g6468_A,47,113,17
g2036_g6473_A,48,123,17
g218_II1996_A,100,89,57
g598_II2246_A,2,3,3
g918_II2682_A,3,4,4
g743_II2766_B,100,142,36
II2766_II2768_B,100,142,36
g804_II2796_A,100,152,36
g736_II3179_A,10,57,8
g729_II3447_A,7,57,7
g619_II4159_B,2,6,6
g749_II4182_B,4,54,10
II4782_II4784_B,2,7,7
II5187_II5189_B,100,17,15
II5759_II5760_B,5,82,8
II6659_II6660_B,100,17,15
g179_II7237_A,32,18,18
II7527_II7529_B,70,23,23
g5311_g5458_B,60,23,23
g1880_g5541_B,100,116,91
g1076_g5821_C,100,133,59
g2113_g5872_D,100,82,33
g2350_g3099_B,33,74,28
g2464_g3156_B,46,74,28
g2397_g3161_A,100,83,30
g2449_g3172_A,100,82,30
g1928_g3350_B,100,113,30
g3076_g3633_B,100,74,53
g2518_g3643_A,65,74,36
g2760_g3671_A,2,54,11
g3434_g3816_A,100,24,23
g2197_g3530_C,100,83,50
g3219_g3536_A,100,83,50
g4262_g4580_B,7,23,14
g4904_g5153_B,51,59,42
g1143_g6089_A,100,24,23
g3192_g6146_A,2,57,12
g6194_g6311_B,61,59,42
g6194_g6320_B,100,61,50
g236_II1969_B,100,89,52
g516_II1969_A,100,89,50
g285_II3874_A,100,97,65
II3874_II3875_B,100,97,64
g288_II3934_A,100,97,65
II7555_II7556_B,54,23,23
g89_g1802_A,2,82,2
g1784_g2008_C,100,100,100
g2928_g3512_A,100,152,28
g1589_g4240_A,100,105,82
g4253_g4473_B,5,11,11
g2073_g4814_D,100,105,82
g2053_g5853_B,100,118,86
g2381_g6237_B,2,32,7
g736_II2566_C,100,142,38
g791_II2574_C,100,152,40
g1777_g2142_B,5,99,20
g1716_g2267_A,25,54,8
g1716_g2294_A,19,54,9
g2394_g3127_B,45,74,28
g2515_g3186_B,100,83,58
g2615_g3275_B,6,59,6
g2637_g3280_B,10,57,8
g3054_g3296_A,3,14,7
g2728_g3333_B,37,89,18
g2783_g3360_A,100,123,29
g2544_g3662_A,100,74,53
g2604_g3755_A,3,14,7
g3064_g3763_A,3,14,7
g3522_g3907_B,13,10,8
g3388_g4032_B,21,22,22
g3388_g4041_B,21,22,22
g1609_g4244_C,100,113,29
g1341_g4684_B,100,113,36
g1378_g4701_B,100,123,36
g4950_g5152_B,100,61,52
g4416_g5327_B,5,54,10
g5331_g5482_B,18,14,14
g5518_g5601_B,71,18,18
g54_g5671_A,34,23,14
g5411_g5951_B,49,23,19
g5731_g6081_B,100,56,56
g6015_g6148_B,39,57,42
g6212_g6329_B,100,54,45
g3312_g6772_B,100,32,17
g508_II1986_A,100,89,55
II2497_II2498_B,100,21,12
g743_II2768_A,100,142,36
g784_II3455_B,4,57,7
g749_II4184_A,16,54,10
g798_II4233_B,4,54,9
g3425_g4049_B,100,23,21
II5647_II5648_B,100,179,20
II5759_II5761_B,5,82,8
II5782_II5783_B,2,9,9
g4253_g4472_B,100,31,29
g4550_g4680_A,100,105,105
II6659_II6661_B,100,17,15
g582_II6745_A,11,16,12
g179_II7238_A,47,18,18
II8194_II8195_B,100,113,36
g2113_g5873_D,100,83,33
g1017_g5873_B,100,83,32
g1546_g2068_B,100,108,43
g1808_g2419_A,100,31,31
g2381_g2953_A,100,82,33
g2941_g3554_A,100,24,23
g2706_g3609_A,2,59,11
g3049_g3616_B,88,74,36
g2822_g3637_A,2,59,11
g2179_g3521_D,100,83,51
g2179_g3530_D,100,83,51
g69_g4054_B,45,31,31
g1372_g4177_B,100,113,32
g3816_g4209_A,100,24,23
g4202_g4488_B,7,18,13
g2941_g4490_A,33,18,15
g3434_g4744_A,25,18,15
g2160_g4785_A,13,23,15
g4950_g5171_B,47,59,42
g5714_g6127_A,11,57,18
g5593_g6131_A,20,54,21
g6015_g6158_B,96,61,52
g285_II3875_A,100,97,64
II3874_II3876_B,100,97,65
g289_II3952_A,100,97,65
g1514_g4674_B,100,105,84
II7555_II7557_B,56,23,23
g94_g1743_B,100,100,90
g1398_g2026_C,7,36,15
g1257_g2834_B,3,14,6
g2026_g2947_B,21,8,8
g3441_g3728_B,2,4,4
g3466_g3821_B,2,23,4
g3793_g4240_C,100,105,105
g2032_g6469_B,100,112,36
g2036_g6474_B,100,122,36
g1675_g2056_B,100,133,101
g1499_g2062_A,100,147,77
g2612_g3279_B,3,14,8
g2609_g3283_A,3,14,7
g2631_g3288_A,3,14,7
g2664_g3290_B,20,54,11
g2660_g3295_A,3,14,7
g2692_g3307_B,100,61,18
g2772_g3327_A,100,113,29
g3118_g3377_A,100,123,29
g2296_g3425_A,12,97,15
g2909_g3522_B,11,10,7
g2473_g3635_A,100,74,53
g3388_g4015_B,21,22,22
g3388_g4033_B,21,22,22
g3388_g4042_B,21,22,22
g3388_g4051_B,21,22,22
g1764_g4280_B,100,122,36
g4950_g5180_B,87,57,48
g4468_g5311_B,100,24,23
g5069_g5324_A,3,59,7
g5077_g5325_A,3,59,7
g5304_g5429_B,100,23,23
g4537_g5441_A,5,59,8
g5331_g5483_B,18,14,14
g1612_g6628_B,72,122,17
g4819_g5060_B,100,173,30
g6640_g6660_A,3,18,11
g508_II1987_A,100,89,60
II2497_II2499_B,100,21,12
g791_II3188_B,4,57,8
g784_II3457_A,7,57,7
g642_II3697_B,2,5,5
g798_II4235_A,16,54,9
II5647_II5649_B,100,179,20
II5782_II5784_B,2,9,9
II7569_II7570_B,44,23,23
II8194_II8196_B,100,113,36
g1084_g1793_B,39,112,23
g1797_g3330_B,71,24,22
g6385_g6430_A,100,83,58
g1094_g1576_B,100,112,41
g2397_g3145_A,100,82,30
g59_g3147_B,69,31,31
g2734_g3339_A,100,123,29
g2609_g3617_A,2,57,11
g2619_g3625_A,2,57,11
g2473_g3627_A,65,74,36
g3086_g3643_B,100,74,53
g2722_g3648_A,2,59,11
g2518_g3654_A,100,74,53
g3124_g3668_B,100,74,36
g2179_g3531_D,100,82,52
g4289_g4600_B,7,23,19
g1624_g4782_A,7,23,14
g4296_g4800_B,7,23,21
g4980_g5232_B,50,59,42
g1236_g6079_A,100,24,23
g1177_g6093_A,100,21,20
g5708_g6125_A,9,59,17
g6015_g6159_B,31,59,40
g286_II3893_A,100,97,64
II3893_II3894_B,100,97,64
g289_II3953_A,100,97,64
g2381_g2944_B,49,74,36
II6962_II6963_B,4,16,16
II7097_II7098_B,3,16,16
g1070_g1797_C,35,112,27
g3441_g3729_B,2,4,4
g4253_g4465_B,100,31,31
g2073_g4816_D,100,105,49
g4550_g4816_B,6,105,12
g749_II2566_A,100,142,38
g2092_g2909_B,9,10,6
g2650_g3296_B,3,14,8
g1875_g3315_B,100,113,30
g2748_g3316_A,100,113,29
g1891_g3326_B,100,113,30
g1914_g3339_B,100,123,30
g2822_g3359_A,100,113,29
g1947_g3360_B,100,123,30
g2822_g3368_A,100,123,29
g3136_g3378_A,100,113,29
g1743_g3718_A,3,82,8
g3388_g4043_B,21,22,22
g3388_g4052_B,21,22,22
g1355_g4168_B,100,113,32
g4253_g4429_B,29,32,10
g4541_g4708_B,21,16,11
g4648_g4800_A,65,23,21
g4950_g5163_B,42,59,40
g4950_g5190_B,100,61,52
g4915_g5234_B,39,59,40
g5331_g5484_B,18,14,14
g5742_g6090_B,100,21,21
g5731_g6092_B,100,24,24
g6194_g6313_B,69,57,42
g3491_g5048_B,100,12,12
II1994_II1995_B,100,89,58
II2795_II2796_B,100,152,36
II3398_II3399_B,5,9,8
g642_II3699_A,4,5,5
g349_II3739_B,9,11,11
II5657_II5658_B,100,179,20
g628_II5782_B,2,9,9
II7569_II7571_B,45,23,23
g1603_g1879_A,39,105,50
g1017_g4669_B,3,105,12
g1017_g5686_B,100,27,27
g49_g1808_B,100,31,31
g1567_g2085_B,100,82,54
g2381_g2955_A,100,83,33
g2336_g3089_B,33,74,28
g2488_g3171_B,46,74,28
g2937_g3551_A,100,31,29
g2688_g3602_A,2,59,11
g3057_g3619_B,100,74,44
g3067_g3627_B,100,74,53
g2179_g3634_A,33,74,27
g3096_g3652_B,100,74,51
g3118_g3658_A,2,57,11
g3128_g3666_A,2,54,11
g2245_g3667_A,33,74,27
g2276_g3690_A,33,74,27
g3551_g3936_A,100,31,29
g3177_g3518_A,100,83,53
g3196_g3526_A,100,83,50
g3694_g4054_A,100,31,29
g3554_g4491_A,41,18,16
g4980_g5233_B,58,57,42
g1177_g6094_A,100,24,23
g1193_g6096_A,100,24,23
g1209_g6098_A,100,24,23
g3187_g6145_A,2,59,12
g2591_g6156_A,2,61,12
g6194_g6323_B,100,61,52
g6812_g6831_A,61,61,28
g4894_g5202_C,3,87,12
g286_II3894_A,100,97,65
II3893_II3895_B,100,97,63
g291_II3988_A,100,97,65
II6962_II6964_B,4,16,16
g574_II7097_B,2,16,14
II7097_II7099_B,3,16,16
g1749_g3505_B,100,142,24
g3546_g3814_B,2,2,2
g3575_g5605_A,91,31,30
g2062_g5854_D,100,142,85
g2138_g6474_A,100,122,36
g98_g1138_B,100,100,87
g2625_g3277_B,8,59,7
g2653_g3285_B,24,57,11
g2842_g3358_A,4,74,5
g2234_g3669_A,45,74,27
g89_g1157_A,100,82,82
g1157_g3718_C,3,82,9
g2672_g3762_A,3,14,7
g3384_g3806_A,2,14,6
g3388_g4035_B,21,22,22
g3388_g4044_B,21,22,22
g3907_g4236_B,15,10,9
g1749_g4244_A,19,113,16
g1764_g4247_A,18,123,16
g3147_g4592_A,33,23,17
g5025_g5269_B,100,61,52
g5069_g5326_A,9,54,10
g5077_g5327_A,9,54,10
g4537_g5443_A,7,57,9
g4545_g5444_A,5,59,8
g5077_g5246_A,11,57,10
g5331_g5485_B,18,14,14
g5364_g5515_B,30,16,15
g4943_g5621_B,37,18,17
g5403_g5944_B,49,23,17
g5742_g6082_B,100,21,21
g1612_g6559_A,63,122,17
II1994_II1996_B,100,89,61
II2795_II2797_B,100,152,36
g634_II2897_B,2,4,4
II5657_II5659_B,100,179,20
g628_II5784_A,8,9,9
g4550_g4674_A,100,105,105
g1661_g5852_C,2,118,14
g2056_g5818_B,100,133,84
g1017_g5857_C,7,143,21
g6376_g6432_A,100,82,57
g1972_g2770_B,100,82,55
g2467_g3157_B,100,82,57
g2197_g3644_A,33,74,27
g2568_g3660_A,65,74,36
g2256_g3693_A,100,83,44
g1250_g3997_A,5,83,8
g2976_g3511_C,100,82,51
g2197_g3525_C,100,82,50
g2981_g3532_D,100,83,51
g2594_g3544_A,100,83,48
g4281_g4592_B,7,23,17
g4915_g5236_B,45,59,42
g5590_g6128_A,21,54,21
g5587_g6140_A,7,59,16
g291_II3989_A,100,97,64
II3988_II3990_B,100,97,65
II7548_II7549_B,61,23,23
g1064_g1797_B,6,112,21
g1743_g2577_A,7,87,13
g1784_g2831_C,100,99,31
g3466_g4059_A,31,9,9
g1880_g5561_D,100,163,59
